monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,age,missing_parking,f_minimart,f_gymnasium,f_security,f_playground,f_swimming_pool,f_parking,f_lift,f_barbeque_area,f_multipurpose_hall,f_jogging_track,f_squash_court,f_sauna,f_club_house,f_tennis_court,missing_facilities,a_air_cond,a_cooking_allowed,a_washing_machine,a_near_ktm_lrt,a_internet,missing_amenities
3400,1500.0,1600.0,3,3,3,1186,2,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,1700.0,1600.0,4,2,2,1200,2,1,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1600,1550.0,1650.0,2,1,2,670,1,1,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1900,1700.0,1600.0,3,2,2,1216,1,1,5,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1050,1800.0,1250.0,3,1,2,878,1,1,24,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2400,1800.0,1600.0,3,1,2,1060,2,1,9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1800,1550.0,1600.0,3,2,2,850,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0
2000,1800.0,1600.0,3,2,3,1325,1,1,6,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
1750,1500.0,1250.0,3,1,2,1065,2,1,18,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1
645,1500.0,1250.0,3,1,2,850,2,1,20,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1250,1800.0,1250.0,3,1,2,850,1,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1700,1700.0,1250.0,3,2,2,928,1,1,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
3000,2000.0,1650.0,3,1,2,1376,2,1,6,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2200,3300.0,1650.0,1,1,1,636,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0
1800,1800.0,1650.0,3,1,2,1300,1,1,17,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3500,3300.0,1600.0,3,1,2,1280,2,1,30,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
1600,1800.0,1650.0,2,1,2,589,2,1,6,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
2500,1800.0,1650.0,4,1,2,890,2,1,6,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1500,1500.0,1600.0,3,1,2,1000,1,1,12,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1600,1780.0,1650.0,2,1,2,904,1,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1100,1500.0,1250.0,3,1,2,800,1,1,4,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1100,1500.0,1250.0,3,1,2,800,1,1,4,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1400,1500.0,1250.0,3,1,2,800,1,1,4,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2350,1600.0,1200.0,1,1,2,870,2,1,14,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
1600,1800.0,1650.0,1,1,1,520,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1350,1550.0,1600.0,3,1,2,920,1,1,25,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,1850.0,1600.0,3,3,2,1050,1,1,5,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
2250,1850.0,1600.0,3,2,2,1050,2,1,5,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
3500,2500.0,1600.0,3,2,2,1400,2,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
1500,1700.0,1600.0,3,1,2,1141,2,1,29,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0
1100,1500.0,1250.0,3,1,2,932,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700,1500.0,1650.0,3,2,2,958,0,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1650,2000.0,1650.0,2,1,2,695,2,1,3,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1800,1800.0,1600.0,3,1,2,1000,2,1,15,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1400,1550.0,1600.0,3,1,2,1100,0,1,28,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1300,1600.0,1250.0,3,1,2,810,0,1,4,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
1900,1500.0,1650.0,2,1,2,743,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1700,1500.0,1650.0,3,2,2,1009,1,1,7,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1600,1500.0,1250.0,3,1,2,1065,2,1,18,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2700,1800.0,1650.0,3,2,2,1096,2,1,8,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0
1700,1700.0,1650.0,3,1,2,900,1,1,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1400,1900.0,1600.0,3,1,2,1150,1,1,19,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,2000.0,1650.0,3,1,2,1376,2,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2200,1700.0,1600.0,3,2,2,1000,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2800,1700.0,1600.0,4,3,2,1100,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2100,1700.0,1600.0,3,2,2,1000,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1800,1700.0,1600.0,3,1,2,1200,2,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
1000,1550.0,1650.0,1,1,1,750,1,1,7,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1800,1800.0,1650.0,3,1,2,953,1,1,7,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
1800,1700.0,1600.0,3,1,2,1200,2,1,3,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
1500,1800.0,1200.0,1,1,1,505,2,1,6,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
1300,1800.0,1250.0,3,1,2,850,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1
2500,1700.0,1600.0,3,2,3,1433,1,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1800,1500.0,1250.0,3,1,2,978,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0
600,1550.0,1600.0,3,2,2,850,2,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
1500,1700.0,1600.0,3,1,2,1100,1,1,15,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
3800,3550.0,1600.0,3,1,2,1500,2,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
3000,1800.0,1600.0,3,2,2,1170,2,1,9,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
1400,1550.0,1600.0,3,1,2,950,2,1,19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1450,1700.0,1650.0,3,1,2,923,1,1,8,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1999,2800.0,1650.0,2,1,1,648,1,1,7,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
2200,2200.0,1600.0,1,1,1,499,2,1,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
1700,1900.0,1600.0,3,1,2,1150,1,1,19,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
2200,2200.0,1600.0,1,1,1,499,2,1,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
1500,1550.0,1650.0,2,1,2,650,2,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
1400,1500.0,1650.0,3,2,2,1009,1,1,7,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1800,1700.0,1250.0,3,1,2,930,1,1,5,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1650,1600.0,1650.0,1,1,1,500,2,1,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1180,1700.0,1650.0,2,1,2,558,1,1,8,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2550,3300.0,1600.0,3,1,2,1050,2,1,17,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1200,1550.0,1250.0,3,1,2,740,1,1,22,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2200,2200.0,1600.0,1,1,1,499,2,1,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
2000,2000.0,1650.0,1,1,1,800,2,1,12,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0
2600,1780.0,1600.0,3,2,2,1359,2,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1200,1500.0,1600.0,4,1,2,1100,1,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1300,1550.0,1650.0,2,1,2,650,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1700,1700.0,1600.0,3,1,2,1200,2,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
2450,1800.0,1650.0,2,1,2,780,2,1,7,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
1600,1700.0,1600.0,4,1,2,1272,2,1,18,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
1600,1500.0,1650.0,1,1,1,609,1,1,6,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
3300,3300.0,1650.0,2,1,2,958,1,1,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
2150,2200.0,1600.0,2,2,2,1400,1,1,31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500,1500.0,1650.0,3,1,2,850,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500,1700.0,1650.0,3,2,2,1130,1,1,8,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1500,1700.0,1600.0,3,1,3,850,1,1,3,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
2450,1900.0,1600.0,4,2,2,1000,2,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1550,1800.0,1650.0,1,1,1,679,2,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
3600,3700.0,1600.0,3,2,3,1259,2,1,13,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0
1700,1700.0,1650.0,3,1,2,935,1,1,27,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1500,1700.0,1650.0,2,2,2,872,1,1,8,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1500,1700.0,1250.0,2,2,2,872,1,1,9,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0
2000,1700.0,1650.0,3,1,2,935,2,1,27,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1300,1800.0,1250.0,3,1,2,850,1,1,3,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1250,3300.0,1650.0,1,1,1,300,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
1300,1700.0,1600.0,3,1,2,800,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
1700,1700.0,1650.0,3,1,2,935,1,1,27,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0
1850,1700.0,1600.0,3,2,2,850,2,1,8,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
1550,1500.0,1650.0,3,1,2,916,1,1,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0
1400,1550.0,1650.0,2,1,2,670,1,1,3,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
1600,1550.0,1650.0,3,1,2,819,1,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
1900,1500.0,1600.0,3,2,2,1300,2,1,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
1500,1700.0,1600.0,3,1,2,918,2,1,27,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
1500,2050.0,1650.0,1,1,1,325,2,1,17,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
1900,1500.0,1250.0,2,1,2,743,2,1,4,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1400,1500.0,1600.0,3,1,2,877,1,1,15,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1600,1900.0,1600.0,3,2,3,1267,1,1,14,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
1400,1550.0,1650.0,2,1,2,650,1,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0
1800,1700.0,1600.0,3,1,2,1076,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300,1550.0,1600.0,3,2,2,943,1,1,3,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1600,1700.0,1650.0,3,2,2,1075,1,1,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1500,1700.0,1600.0,3,1,2,1200,2,1,3,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0
1600,1550.0,1650.0,3,1,2,819,1,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
2500,3700.0,1650.0,1,1,1,722,2,1,15,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2700,1550.0,1650.0,2,1,2,736,2,1,3,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
2800,1550.0,1650.0,2,1,1,807,2,1,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2350,1550.0,1650.0,2,1,2,1168,1,1,7,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0
2700,1800.0,1650.0,3,2,2,1096,2,1,8,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
1500,1700.0,1600.0,2,1,2,855,1,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1800,1700.0,1600.0,4,2,3,1362,1,1,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1199,1500.0,1600.0,2,1,2,860,1,1,7,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1450,1700.0,1600.0,3,1,2,850,1,1,3,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1
1600,1700.0,1600.0,3,2,2,1313,1,1,10,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1
1100,1700.0,1600.0,3,1,2,800,1,1,3,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
1800,1550.0,1600.0,3,2,2,1106,1,1,3,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1500,1550.0,1600.0,3,2,2,943,1,1,3,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
1499,1700.0,1600.0,3,1,2,969,1,1,6,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2650,3700.0,1650.0,2,1,2,1047,2,1,16,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
2600,1550.0,1650.0,2,1,2,736,2,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1700,2200.0,1600.0,1,1,1,678,1,1,31,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0
2000,1700.0,1600.0,3,2,3,1300,1,1,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,2050.0,1650.0,2,1,2,900,2,1,17,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1
2000,1700.0,1600.0,3,2,2,1267,2,1,36,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
1400,1700.0,1600.0,3,1,2,928,1,1,24,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1600,1550.0,1600.0,3,1,2,900,2,1,23,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1450,1550.0,1650.0,3,1,2,950,2,1,12,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2600,1500.0,1600.0,3,2,3,1300,2,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1700,2800.0,1600.0,3,1,2,1103,2,1,34,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0
1200,1550.0,1600.0,3,1,2,920,2,1,26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1800,1500.0,1650.0,2,2,2,866,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0
7000,2000.0,1650.0,4,2,5,1804,1,1,8,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
950,1550.0,1250.0,3,1,2,650,1,1,16,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
2600,2000.0,1650.0,2,1,2,883,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
1000,1700.0,1600.0,1,2,1,301,0,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
2200,2200.0,1600.0,1,1,1,499,2,1,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
1000,1500.0,1250.0,3,1,2,958,0,1,15,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
5950,3700.0,1600.0,4,2,4,2178,1,1,17,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
2899,1850.0,1600.0,4,2,2,1065,2,1,4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0
1650,2000.0,1650.0,3,1,2,980,1,1,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
2100,1850.0,1600.0,3,2,2,1050,2,1,5,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
1799,1850.0,1600.0,3,2,2,1065,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1900,1850.0,1600.0,4,2,2,1065,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1900,1850.0,1600.0,4,2,2,1065,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1500,1850.0,1600.0,4,2,2,1065,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1750,1700.0,1600.0,3,1,2,850,1,1,8,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
1400,1550.0,1650.0,3,2,2,1050,1,1,7,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
1550,1800.0,1600.0,1,1,1,679,2,1,6,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
2800,1700.0,1650.0,3,2,2,1000,1,1,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1600,1550.0,1600.0,2,1,2,650,0,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0
3000,1500.0,1600.0,4,1,4,1544,2,1,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1600,1550.0,1650.0,3,1,2,880,1,1,3,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
2600,1850.0,1600.0,2,1,2,995,2,1,8,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0
1750,1500.0,1250.0,3,1,2,1065,2,1,18,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2800,2000.0,1650.0,3,2,2,1033,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0
1450,1700.0,1600.0,3,2,2,908,1,1,7,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
2299,1500.0,1600.0,3,2,2,1100,2,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2480,1500.0,1650.0,3,2,2,850,2,1,3,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0
1750,1500.0,1600.0,1,1,1,350,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1350,1700.0,1250.0,3,1,2,829,0,1,6,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1
1600,1700.0,1600.0,3,2,2,908,1,1,7,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1
1400,1550.0,1650.0,3,1,2,819,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1488,1700.0,1600.0,3,2,2,958,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
550,1700.0,1600.0,4,1,2,850,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1199,1550.0,1650.0,2,1,2,650,0,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1800,2000.0,1600.0,3,2,3,1298,1,1,7,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
1700,1850.0,1600.0,3,2,2,926,2,1,4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0
1400,1550.0,1650.0,2,1,2,670,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1000,1550.0,1650.0,3,1,2,819,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1000,1550.0,1650.0,3,1,2,819,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0
2200,2200.0,1600.0,3,1,2,1100,2,1,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1900,1550.0,1600.0,3,2,2,920,2,1,11,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
1200,1780.0,1600.0,3,1,2,1027,0,1,16,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
2500,1700.0,1600.0,3,1,2,1185,2,1,5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0
1300,1800.0,1600.0,2,1,2,800,2,1,23,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
1750,1500.0,1600.0,4,2,2,1300,1,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
1600,1700.0,1600.0,3,1,2,850,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1200,1550.0,1250.0,3,1,2,720,1,1,22,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1600,1800.0,1650.0,1,1,1,640,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
2100,1800.0,1650.0,2,1,2,1000,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
2200,1800.0,1650.0,2,2,2,950,2,1,9,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1900,2000.0,1650.0,2,1,1,697,2,1,5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
3300,2000.0,1250.0,3,1,2,950,2,1,4,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
1400,1700.0,1600.0,3,1,2,850,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2300,2200.0,1650.0,1,1,1,751,2,1,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
